problem,sentence,solutions,fullname,pred
478,Do you think that an _ is the smallest animal?,ant,zvirata-mix-2-uroven,ant
478,There was a white _ on the river.,swan,zvirata-mix-2-uroven,swan
479,The _ is attracted to light.,moth,zvirata-mix-3-uroven,moth
479,A _ is a large insect.,grasshopper,zvirata-mix-3-uroven,grasshopper
479,I love the tail feathers of a _ .,peacock,zvirata-mix-3-uroven,peacock
479,A _ is a large bird that eats flesh.,buzzard,zvirata-mix-3-uroven,buzzard
480,I love to go to the mountains but I'm afraid of _ .,bears,zvirata-mix-2-uroven,bears
480,"Look, this is a bone for our _ .",puppy,zvirata-mix-2-uroven,puppy
480,A _ is a type of a wild pig.,boar,zvirata-mix-2-uroven,boar
480,A _ is an insect with a hard back.,beetle,zvirata-mix-2-uroven,beetle
481,Is this a _ or a rabbit?,hare,zvirata-mix-3-uroven,hare
481,A _ is a yellow and black insect.,bee,zvirata-mix-3-uroven,caterpillar
481,This _ will develop into a beautiful butterfly.,caterpillar,zvirata-mix-3-uroven,bee
481,A _ is a male sheep.,ram,zvirata-mix-3-uroven,ram
482,A _ is a large bee.,bumblebee,zvirata-mix-2-uroven,hen
482,The horse I rode was a _ .,stallion,zvirata-mix-2-uroven,bumblebee
482,Is this a swan or a _ ?,goose,zvirata-mix-2-uroven,goose
482,Our _ has just laid eggs.,hen,zvirata-mix-2-uroven,stallion
483,Can you ride a _ ?,horse,zvirata-mix-1-uroven,horse
483,A _ is black and white.,zebra,zvirata-mix-1-uroven,zebra
483,A _ lives in Antarctica.,penguin,zvirata-mix-1-uroven,penguin
484,Look! There are _ jumping in the garden.,rabbits,zvirata-mix-1-uroven,kangaroos
484,Do you know that _ produce milk?,cows,zvirata-mix-1-uroven,cows
484,Most _ live in Australia.,kangaroos,zvirata-mix-1-uroven,rabbits
485,Our _ has got a big bone.,dog,zvirata-mix-1-uroven,dog
485,Look! There is a _ in the river.,duck,zvirata-mix-1-uroven,duck
485,A _ is a male cow.,bull,zvirata-mix-1-uroven,bull
486,We can't find our _ . It's somewhere in the garden.,turtle,zvirata-mix-1-uroven,turtle
486,A _ lives in the desert.,camel,zvirata-mix-1-uroven,camel
486,A _ has got sharp teeth.,shark,zvirata-mix-1-uroven,shark
487,A _ has got a long neck.,giraffe,zvirata-mix-1-uroven,gorilla
487,A _ lives in the river.,crocodile,zvirata-mix-1-uroven,crocodile
487,There was a large black _ in the zoo!,gorilla,zvirata-mix-1-uroven,giraffe
488,Shrek's best friend is a _ .,donkey,zvirata-mix-1-uroven,donkey
488,An _ eats grass.,elephant,zvirata-mix-1-uroven,elephant
488,My favourite animal is a _ because it's orange and black.,tiger,zvirata-mix-1-uroven,tiger
489,You can see _ at night.,bats,zvirata-mix-1-uroven,bats
489,The _ in the zoo jumped from tree to tree.,monkeys,zvirata-mix-1-uroven,monkeys
489,There were _ in the savanna.,lions,zvirata-mix-1-uroven,lions
490,"My uncle has got a big farm, he has got 30 _ .",sheep,zvirata-mix-1-uroven,sheep
490,"I was swimming in the sea, and I saw an _ .",octopus,zvirata-mix-1-uroven,ostrich
490,An _ is a bird.,ostrich,zvirata-mix-1-uroven,octopus
491,Do you _ tennis?,play,pohybova-slovesa-1-uroven,play
491,I always _ to school.,walk,pohybova-slovesa-1-uroven,walk
491,My lessons _ at 8 o'clock.,start,pohybova-slovesa-1-uroven,start
492,I am _ a bike now.,riding,pohybova-slovesa-1-uroven,riding
492,Nela is _ in the sea now.,swimming,pohybova-slovesa-1-uroven,swimming
492,The kids are _ on the trampoline.,jumping,pohybova-slovesa-1-uroven,jumping
493,Do you want to _ to my place?,come,pohybova-slovesa-3-uroven,come
493,Do you often _ by plane?,fly,pohybova-slovesa-3-uroven,fly
493,I don't want to _ next to him.,sit,pohybova-slovesa-3-uroven,sit
494,We often go _ in the winter.,skiing,pohybova-slovesa-1-uroven,skiing
494,She is _ to the bus stop.,running,pohybova-slovesa-1-uroven,running
494,"Say goodbye, your grandma is _ .",leaving,pohybova-slovesa-1-uroven,leaving
495,Karel wants to _ to Italy.,move,pohybova-slovesa-1-uroven,move
495,Do you want to sit down or is it okay to _ ?,stand,pohybova-slovesa-1-uroven,stand
495,How often do you _ in the winter?,ski,pohybova-slovesa-1-uroven,ski
496,The party is great! We are all _ .,dancing,pohybova-slovesa-1-uroven,dancing
496,Lukáš is _ ice-hockey at the moment.,playing,pohybova-slovesa-1-uroven,playing
496,The group is very good! Everyone is _ .,clapping,pohybova-slovesa-1-uroven,clapping
497,Do you _ to school?,walk,pohybova-slovesa-1-uroven,walk
497,"I don't want to _ , I want to sit down.",stand,pohybova-slovesa-1-uroven,stand
497,"Excuse me, where is the cinema? –Go straight ahead and then _ left.",turn,pohybova-slovesa-1-uroven,turn
498, _ the ball!,Kick,pohybova-slovesa-1-uroven,Kick
498, _ right at the traffic lights.,Turn,pohybova-slovesa-1-uroven,Turn
498, _ your hands!,Clap,pohybova-slovesa-1-uroven,Clap
499,"Oh no, the bird can't _ .",fly,pohybova-slovesa-1-uroven,fly
499,Can you _ that mountain?,climb,pohybova-slovesa-1-uroven,climb
499,It's cold. We can _ on the river.,skate,pohybova-slovesa-1-uroven,skate
500,Can you _ my hand?,hold,pohybova-slovesa-1-uroven,hold
500,Do you want to _ with us?,come,pohybova-slovesa-1-uroven,come
500,The films _ at 8 o'clock.,start,pohybova-slovesa-1-uroven,start
501,"Did you _ the other team? –Yes, we won.",beat,pohybova-slovesa-2-uroven,beat
501,You need to _ this button.,press,pohybova-slovesa-2-uroven,press
501,The athlete started to _ for the Olympics.,train,pohybova-slovesa-2-uroven,train
501,This box is heavy. Can you _ it?,lift,pohybova-slovesa-2-uroven,lift
502,"Sorry I'm late, I _ the bus.",missed,pohybova-slovesa-2-uroven,missed
502,The boat _ along the coast.,sailed,pohybova-slovesa-2-uroven,sailed
502,I _ my clothes into light and dark.,sorted,pohybova-slovesa-2-uroven,sorted
502,"When he was parking his car, he _ a pole.",hit,pohybova-slovesa-2-uroven,hit
503,I went fishing yesterday. –Did you _ anything?,catch,pohybova-slovesa-2-uroven,catch
503,"Will you _ to Italy? –No, we will fly.",drive,pohybova-slovesa-2-uroven,drive
503,He didn't do anything bad. He just wanted to _ his younger sister.,defend,pohybova-slovesa-2-uroven,defend
503,"Don't go, I will _ you.",miss,pohybova-slovesa-2-uroven,miss
504,Let's go to the train station. Martin should _ in 20 minutes.,arrive,pohybova-slovesa-2-uroven,arrive
504,How far can you _ a ball?,throw,pohybova-slovesa-2-uroven,throw
504,"Can you _ the box? It's heavy, though.",lift,pohybova-slovesa-2-uroven,lift
504,You have to _ hard to open the window.,push,pohybova-slovesa-2-uroven,push
505,"I didn't notice that the floor was wet, so I _ .",slipped,pohybova-slovesa-2-uroven,slipped
505,"The children ran to the swimming pool, _ in and swam to the other side.",dived,pohybova-slovesa-2-uroven,dived
505,The murderer _ the victim.,shot,pohybova-slovesa-2-uroven,shot
505,I _ the internet for the best hotel.,searched,pohybova-slovesa-2-uroven,searched
506,Can you help me move this box? I'll _ and you'll push.,pull,pohybova-slovesa-2-uroven,pull
506,I think I will _ my homework at 6 o'clock.,finish,pohybova-slovesa-2-uroven,finish
506,"In July, we will _ along the coast in Italy.",sail,pohybova-slovesa-2-uroven,sail
506,The police will probably _ the woods.,search,pohybova-slovesa-2-uroven,search
507,I _ my son to school.,drove,pohybova-slovesa-2-uroven,drove
507,He _ a big fish.,caught,pohybova-slovesa-2-uroven,caught
507,What happened to your camera? –I _ my camera.,dropped,pohybova-slovesa-2-uroven,dropped
507,He _ me some flowers.,brought,pohybova-slovesa-2-uroven,brought
508,"Let's do something, I want to _ the match.",win,pohybova-slovesa-2-uroven,win
508,"I don't want to do my homework in the afternoon, I want to _ a bike.",ride,pohybova-slovesa-2-uroven,ride
508,Hurry up! Otherwise we'll _ the flight.,miss,pohybova-slovesa-2-uroven,miss
508,Don't _ anything on the floor.,throw,pohybova-slovesa-2-uroven,throw
509,"Next week, we're going to _ to France.",fly,pohybova-slovesa-2-uroven,fly
509,"Can you _ ? –No, so we have to walk there.",drive,pohybova-slovesa-2-uroven,drive
509,"If you want reach there, you have to _ higher.",jump,pohybova-slovesa-2-uroven,jump
509,"If you want to unlock the screen, you have to _ the button.",press,pohybova-slovesa-2-uroven,press
510,The boy _ his face against the window.,pressed,pohybova-slovesa-2-uroven,pressed
510,We _ because none of us can drive.,walked,pohybova-slovesa-2-uroven,walked
510,He _ the ball and fell on the ground.,kicked,pohybova-slovesa-2-uroven,kicked
510,I _ my beliefs.,defended,pohybova-slovesa-2-uroven,defended
511,Can you _ me that later?,remind,slovesa-komunikace-2-uroven,remind
511,Can you _ your name?,spell,slovesa-komunikace-2-uroven,spell
511,"I'm really sorry, I _ what I did to you.",regret,slovesa-komunikace-2-uroven,regret
511,We would like to _ our house and buy a new one.,sell,slovesa-komunikace-2-uroven,sell
511,He doesn't _ of smoking.,approve,slovesa-komunikace-2-uroven,approve
512,She _ me for our divorce.,blamed,slovesa-komunikace-2-uroven,blamed
512,The girl _ at me so I asked her out.,smiled,slovesa-komunikace-2-uroven,smiled
512,"I _ her to take the job, it was amazing.",encouraged,slovesa-komunikace-2-uroven,encouraged
512,My friend _ me to her party.,invited,slovesa-komunikace-2-uroven,invited
513,We _ for an hour.,chatted,slovesa-komunikace-2-uroven,chatted
513,I _ my boyfriend to my parents.,introduced,slovesa-komunikace-2-uroven,introduced
513,She _ me what happened.,told,slovesa-komunikace-2-uroven,told
513,My brother _ me for not telling our parents.,thanked,slovesa-komunikace-2-uroven,thanked
514,He _ that he would come.,confirmed,slovesa-komunikace-2-uroven,confirmed
514,We broke up because we _ about everything.,argued,slovesa-komunikace-2-uroven,argued
514,"Last summer, we _ Paris.",visited,slovesa-komunikace-2-uroven,visited
514,I _ his effort.,appreciated,slovesa-komunikace-2-uroven,appreciated
515,We _ it but we don't think it's a good idea.,discussed,slovesa-komunikace-2-uroven,discussed
515,He _ blood.,donated,slovesa-komunikace-2-uroven,offered
515,"My friend doesn't speak Czech, so I _ what she said.",translated,slovesa-komunikace-2-uroven,translated
515,"He _ me his help, but I didn't need it.",offered,slovesa-komunikace-2-uroven,donated
516,I _ and left.,apologized,slovesa-komunikace-2-uroven,apologized
516,We _ for hours.,talked,slovesa-komunikace-2-uroven,talked
516,I _ about it because I was ashamed of it.,lied,slovesa-komunikace-2-uroven,lied
516,"The interview was great, he _ all my questions.",answered,slovesa-komunikace-2-uroven,answered
517,Can you _ me where it is?,show,slovesa-komunikace-2-uroven,show
517,Don't you think that you should _ to her?,apologize,slovesa-komunikace-2-uroven,apologize
517,I have to _ that you were right.,admit,slovesa-komunikace-2-uroven,admit
517,I'm afraid that he will _ me.,disappoint,slovesa-komunikace-2-uroven,disappoint
517,"This is a brave statement, can you _ on it?",comment,slovesa-komunikace-2-uroven,comment
518,The audience _ .,applauded,slovesa-komunikace-2-uroven,spoke
518,She _ me to come with her.,convinced,slovesa-komunikace-2-uroven,convinced
518,We _ room for three years.,shared,slovesa-komunikace-2-uroven,shared
518,"When Petr was in Italy, he only _ Italian.",spoke,slovesa-komunikace-2-uroven,applauded
519,I _ a book in the library.,borrowed,slovesa-komunikace-2-uroven,borrowed
519,"I love football, so I _ the team.",joined,slovesa-komunikace-2-uroven,joined
519,I _ five email yesterday.,received,slovesa-komunikace-2-uroven,received
519,Klára _ me a present.,gave,slovesa-komunikace-2-uroven,gave
520,The teacher _ the children a lot.,praised,slovesa-komunikace-2-uroven,praised
520,She expressed what she thought and I _ .,disagreed,slovesa-komunikace-2-uroven,disagreed
520,She _ from the bathroom that she would be ready in ten minutes.,shouted,slovesa-komunikace-2-uroven,shouted
520,I _ that we would drive there.,insisted,slovesa-komunikace-2-uroven,insisted
521,When does the concert _ ?,begin,slovesa-zaklad-2-uroven,begin
521,When do you _ up?,wake,slovesa-zaklad-2-uroven,wake
521,Can you _ the window?,open,slovesa-zaklad-2-uroven,open
521,Can I _ your phone?,use,slovesa-zaklad-2-uroven,use
522,The children are _ a song.,singing,slovesa-zaklad-2-uroven,singing
522,We are _ dinner.,preparing,slovesa-zaklad-2-uroven,preparing
522,"Shhh, Lenka is _ .",sleeping,slovesa-zaklad-2-uroven,sleeping
522,"It's cold, I'm _ .",freezing,slovesa-zaklad-2-uroven,freezing
523,My parents _ in a hospital.,work,slovesa-zaklad-3-uroven,work
523,Do you want to _ it away?,take,slovesa-zaklad-3-uroven,take
523,I _ blueberries every summer.,gather,slovesa-zaklad-3-uroven,gather
523,I _ that you won't ask her out.,bet,slovesa-zaklad-3-uroven,bet
524,The shops _ at 8 o'clock.,close,slovesa-zaklad-1-uroven,close
524,I _ in London.,live,slovesa-zaklad-1-uroven,live
524,I _ play the piano.,can,slovesa-zaklad-1-uroven,can
524,I _ a lot of water.,drink,slovesa-zaklad-1-uroven,drink
525,It _ a lot in England.,rains,slovesa-zaklad-2-uroven,rains
525,"He is always happy, he _ a lot.",laughs,slovesa-zaklad-2-uroven,laughs
525,Can you hear the song? It _ good!,sounds,slovesa-zaklad-2-uroven,sounds
525,This restaurant _ at midnight.,closes,slovesa-zaklad-2-uroven,closes
526,We go _ every summer.,camping,slovesa-zaklad-1-uroven,camping
526,I think they are in love because they are _ .,kissing,slovesa-zaklad-1-uroven,kissing
526,Why are you _ here?,smoking,slovesa-zaklad-1-uroven,smoking
526,We are _ a pizza.,eating,slovesa-zaklad-1-uroven,eating
527,Can you _ the door?,shut,slovesa-zaklad-3-uroven,shut
527,I would like to _ a new phone.,buy,slovesa-zaklad-3-uroven,buy
527,Can you _ a flower?,draw,slovesa-zaklad-3-uroven,draw
527,Do you want this box back or can I _ it?,keep,slovesa-zaklad-3-uroven,keep
528,"I love _ , I visited many countries.",travelling,slovesa-zaklad-2-uroven,travelling
528,What's that noise? –They're _ .,laughing,slovesa-zaklad-2-uroven,laughing
528,We're _ for the bus.,waiting,slovesa-zaklad-2-uroven,waiting
528,The sun is _ .,shining,slovesa-zaklad-2-uroven,shining
529,What do you _ ? Fantasy books?,read,slovesa-zaklad-2-uroven,read
529,I would like to _ sushi.,try,slovesa-zaklad-2-uroven,try
529,I want to _ some money.,save,slovesa-zaklad-2-uroven,save
529,I don't want to _ the match. I want to win!,lose,slovesa-zaklad-2-uroven,lose
530,I always _ the holiday.,enjoy,slovesa-zaklad-2-uroven,enjoy
530,I would like to _ from home.,work,slovesa-zaklad-2-uroven,work
530,Does it often _ in Alaska?,snow,slovesa-zaklad-2-uroven,snow
530,"I'm exhausted, I need to get some _ .",sleep,slovesa-zaklad-2-uroven,sleep
531,He's telling them jokes and they are _ .,laughing,slovesa-zaklad-2-uroven,laughing
531,"The children are in the bathroom, they're _ their hands.",washing,slovesa-zaklad-2-uroven,washing
531,I'm _ my friends in ten minutes.,meeting,slovesa-zaklad-2-uroven,meeting
531,The boy's _ because he fell off the bike.,crying,slovesa-zaklad-2-uroven,crying
532,You always _ problems.,create,slovesa-zaklad-2-uroven,create
532,Can I _ your hair straightener?,use,slovesa-zaklad-2-uroven,use
532,I would like to _ this book by Roald Dahl.,read,slovesa-zaklad-2-uroven,read
532,"The light is on, they _ be at home.",must,slovesa-zaklad-2-uroven,must
533,We would like to _ our new house here.,build,slovesa-zaklad-2-uroven,build
533,Where did you _ your keys?,put,slovesa-zaklad-2-uroven,put
533,Can you _ outside?,wait,slovesa-zaklad-2-uroven,wait
533,Can you _ for the phone?,reach,slovesa-zaklad-2-uroven,reach
534,I will _ the contract today.,sign,slovesa-zaklad-3-uroven,sign
534,Does it _ good to you?,sound,slovesa-zaklad-3-uroven,sound
534,"There is my friend Dan, would you like to _ him?",meet,slovesa-zaklad-3-uroven,meet
534,"Let's _ it, I'll do my best.",try,slovesa-zaklad-3-uroven,try
535,Did you _ the note that I left in your flat?,find,slovesa-zaklad-2-uroven,find
535,Do you want to _ in this hotel?,stay,slovesa-zaklad-2-uroven,stay
535,I _ home once a week to tell my parents I'm okay.,ring,slovesa-zaklad-2-uroven,ring
535,"I don't want to _ , but the film is really sad.",cry,slovesa-zaklad-2-uroven,cry
536,He's very cold. He doesn't show his _ .,emotions,pocity-nalady-2-uroven,emotions
536,"They have got different personalities, but they have got the same _ .",interests,pocity-nalady-2-uroven,interests
